Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Colorado Essential Skills:,"Create information through the use of technologies. (Professional Skills, Use Information and Communications Technologies)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Questions:,How does a writer determine the purpose of his or her writing?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Questions:,How does a writer organize writing to convey the intended message?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Questions:,When is it valuable to use figurative language in an informative text?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Questions:,Why is it important that language be appropriate for the specific audience being addressed?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Reasoning Skills:,Analyze the purpose and question at issue to select and make use of the most relevant and significant sources and details.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Reasoning Skills:,"Evaluate the information, points of view, implications and consequences, inferences, assumptions, and concepts inherent in thinking of information gathered for a writing task."
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,7. Craft informational/explanatory texts using techniques specific to the genre.,,,,,2. Write informative/explanatory texts using complex ideas and organizational structures and features that are useful to audience comprehension.,RW.H1.3.2,Essential Reasoning Skills:,Generalize and extrapolate from data.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Students Can:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences. (CCSS: W.9-10.3)<ul class=""subEOItem""><li> Engage and orient the reader by setting out a problem, situation, or observation, establishing multiple points of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events. (CCSS: W.9-10.3a)</li><li> Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters. (CCSS: W.9-10.3b) </li><li> Use a variety of techniques to sequence events so that they build on one another to create a coherent whole. (CCSS: W.9-10.3c)</li><li> Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters. (CCSS: W.9-10.3d) </li><li> Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative. (CCSS: W.9-10.3e) </li><li> Use a range of stylistic devices (for example: poetic techniques, figurative language, imagery, graphic elements) to support the presentation of implicit or explicit themes or to engage and entertain the intended audience. </li>  </ul>"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Colorado Essential Skills:,"Synthesize ideas in original and inspiring ways. (Entrepreneurial Skills, Creativity/Innovation)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Colorado Essential Skills:,"Act on creative ideas to make a tangible and useful contribution. (Entrepreneurial Skills, Inquiry/Analysis)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Colorado Essential Skills:,"Demonstrate knowledge, understanding, and personal awareness of how their dreams and interests translate into career fulfillment and career pathways available in local, regional, national and global arenas. (Professional Skills, Career Awareness)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Essential Questions:,Why does descriptive language make writing more appealing to the readers?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Essential Questions:,Why is it important for a writer to develop an appropriate organizational structure for his or her text?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Essential Questions:,How do writers of literary texts keep their readers engaged?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Essential Reasoning Skills:,Clarify language to communicate more effectively in both speaking and writing.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,8. Craft narratives using techniques specific to the genre.,,,,,3. Write engaging real or imagined narratives using multiple plot lines.,RW.H1.3.3,Essential Reasoning Skills:,Practice divergent and convergent thinking.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Demonstrate command of the conventions of Standard English grammar and usage when writing or speaking. (CCSS: L.9-10.1)<ul class=""subEOItem""><li> Use parallel structure. (CCSS: L.9-10.1a)</li><li> Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations. (CCSS: L.9-10.1b)</li>  </ul>"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Demonstrate command of the conventions of Standard English capitalization, punctuation, and spelling when writing. (CCSS: L.9-10.2)<ul class=""subEOItem""> <li> Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses. (CCSS: L.9-10.2a)</li><li> Use a colon to introduce a list or quotation. (CCSS: L.9-10.2b)</li><li> Correctly spell frequently used words and consult reference materials (for example: dictionaries, both print and digital, spell check, and/or trusted peers and/or adults) to determine the spelling of less frequent vocabulary. (adapted from CCSS: L.9-10.2c).</li></ul>"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. (CCSS: L.9-10.3)<ul class=""subEOItem""> <li> Write and edit work so that it conforms to the guidelines in a style manual (for example: MLA Handbook, or APA handbook) appropriate for the discipline and writing type. (adapted from CCSS: L.9-10.3a)</li>  </ul>"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in expectations 1-2 above.) (CCSS: W.9-10.4)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (CCSS: W.9-10.5)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology's capacity to link to other information and to display information flexibly and dynamically. (CCSS: W.9-10.6)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Students Can:,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences. (CCSS W.9-10.10)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Colorado Essential Skills:,"Develop, plan, and organize self-behavior. (Personal Skills, Personal Responsibility)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Colorado Essential Skills:,"Work effectively in a climate of ambiguity and changing priorities. (Personal Skills, Perseverance/Resilience)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Colorado Essential Skills:,"Set personal goals and take responsibility for those goals through reflection upon prior outcomes. (Professional Skills, Task/Time Management)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Essential Questions:,Why are editing and revising important?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Essential Questions:,What are effective editing and revising practices?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Essential Questions:,What are benefits of using computer-based tools for grammar support? What are the limitations of these tools?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Essential Questions:,How do word choice and voice make writing more interesting?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Essential Reasoning Skills:,"Explain the rationales for conventional rules for grammar, punctuation, usage, spelling, syntax, and presentation."
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,3. Writing and Composition,"9. Demonstrate mastery of their own writing process with clear, coherent, and error-free polished products.",,,,,"4. Use a recursive writing process to produce, publish, and update individual or shared writing projects.",RW.H1.3.4,Essential Reasoning Skills:,Make and justify decisions to violate those conventional rules to achieve a certain effect.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Students Can:,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation. (CCSS: W.9-10.7)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Students Can:,"Gather relevant information from multiple authoritative sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation. (adapted from CCSS: W.9-10.8)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Students Can:,"Draw evidence from literary or informational texts to support analysis, reflection, and research. (CCSS: W.9-10.9)<ul class=""subEOItem""> <li> Apply <i>grades 9-10 Reading standards</I> to literature (for example: ""Analyze how an author draws on and transforms source material in a specific work [for example: how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]""). (CCSS: W.9-10.9)</li><li>Apply <i>grades 9-10 Reading standards</i> to literary nonfiction (for example: ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning""). (CCSS: W.9-10.9)</li>  </ul>"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Colorado Essential Skills:,"Interpret information and draw conclusions based on the best analysis. (Entrepreneurial Skills, Critical Thinking/Problem Solving)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Colorado Essential Skills:,"Make predictions and design data/information collection and analysis strategies. (Entrepreneurial Skills, Inquiry/Analysis)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Colorado Essential Skills:,"Create information through the use of technologies. (Professional Skills, Use Information and Communications Technologies)"
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Questions:,How do researchers decide when information is relevant to their inquiry?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Questions:,How do researchers determine fairness and accuracy of sources?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Questions:,How do researchers form questions that frame useful inquiries?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Questions:,How do we avoid plagiarism?
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Reasoning Skills:,Identify appropriate inquiry questions.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Reasoning Skills:,Locate databases and other special-subject collections.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Reasoning Skills:,"Judge the usefulness of information based on relevance to purpose, accuracy, reliability, and validity."
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Reasoning Skills:,Curate and synthesize information from multiple sources and networks.
"Reading, Writing, and Communicating",Ninth / Tenth Grade Band,4. Research Inquiry and Design,10. Gather information from a variety of sources; analyze and evaluate its quality and relevance; and use it ethically to answer complex questions.,,,,,"1. Synthesize multiple, authoritative literary and/or informational sources, creating cohesive research projects that show an understanding of the subject.",RW.H1.4.1,Essential Reasoning Skills:,Communicate information and ideas creatively and responsibly in multiple formats.
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Students Can:,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11–12 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively. (CCSS: SL.11-12.1)<ul class=""subEOItem""><li>  Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas. (CCSS: SL.11-12.1a)</li><li> Work with peers to promote civil, democratic discussions and decision-making, set clear goals and deadlines, and establish individual roles as needed. (CCSS: SL.11-12.1b)</li><li> Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives. (CCSS: SL.11-12.1c)</li><li>  Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task. (CCSS: SL.11-12.1d)</li>  </ul>"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Students Can:,"Integrate multiple sources of information presented in diverse formats and media (for example: visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data. (CCSS: SL.11-12.2)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Students Can:,"Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used. (CCSS: SL.11-12.3)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Colorado Essential Skills:,"Adapt to environments with appropriate emotions and behaviors, demonstrating personal awareness through the development of positive relationships. (Personal Skills, Self-Awareness)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Colorado Essential Skills:,"Demonstrate ways to adapt and reach workable solutions. (Personal Skills, Adaptability/Flexibility)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Colorado Essential Skills:,"Use interpersonal skills to learn and work with individuals from diverse backgrounds. (Civic/Interpersonal Skills, Collaboration/Teamwork)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Questions:,How do people benefit from listening to the perspectives of others?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Questions:,Why is it important to cite valid and reliable sources?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Questions:,Why is being able to function effectively in a collaborative group a helpful skill?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Questions:,How do effective groups balance individual responsibility with group interdependence?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Questions:,What criteria could be used to measure the effectiveness of a group?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Reasoning Skills:,"Assess strengths and weaknesses of their own and others' thinking by using criteria including relevance, clarity, accuracy, fairness, significance, depth, breadth, logic, and precision."
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Reasoning Skills:,"Monitor and reflect on the rationale for, and effectiveness of, choices made throughout the problem-solving process."
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,"1. Collaborate effectively as group members or leaders who listen actively and respectfully; pose thoughtful questions, acknowledge the ideas of others; and contribute ideas to further the group's attainment of an objective.",,,,,"1. Follow collaborative guidelines to ensure a hearing of a full range of positions on a topic or issue, and evaluate responses.",RW.H2.1.1,Essential Reasoning Skills:,Analyze rhetorical devices used in own and others' appeals; critique and correct logical fallacies.
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Students Can:,"Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range of formal and informal tasks. (CCSS: SL.11-12.4)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Students Can:,"Make strategic use of digital media (for example: textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest. (CCSS: SL.11-12.5)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Students Can:,"Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate. (CCSS: SL.11-12.6)"
